id,lei,name,ticker,country_code,market_segment,stock_indices,listed_exchanges,date_ipo,is_listed
4820,549300PLYY6I10B6S323,John Wood Group PLC,WG,GB,FTSE 350,FTSE 250,London Stock Exchange,2002-06-05,True
5167,549300QNAI4XRPEB4G65,JPMorgan American Investment Trust PLC,JAM,GB,FTSE 350,FTSE 250,London Stock Exchange,2000-01-01,True
5169,5493001VPQDYH1SSSR77,JPMorgan Emerging Markets Investment Trust PLC,JMG,GB,FTSE 350,FTSE 250,London Stock Exchange,2020-11-06,True
5170,54930049CEWDI46Y3U28,JPMorgan Euro Discovery Trust PLC,JEDT,GB,FTSE 350,FTSE 250,London Stock Exchange,2014-07-23,True
5173,5493007C3I0O5PJKR078,JPMorgan Global Growth & Income PLC,JGGI,GB,FTSE 350,FTSE 250,London Stock Exchange,2016-01-08,True
5174,549300OHW8R1C2WBYK02,JPMorgan Indian Investment Trust PLC,3J8,GB,FTSE 350,FTSE 250,London Stock Exchange,2005-07-08,True
5176,549300JZW3TSSO464R15,JPMorgan Japanese Investment Trust PLC,JFJ,GB,FTSE 350,FTSE 250,London Stock Exchange,2004-01-13,True
4884,5493003DJ1G01IMQ7S28,Jupiter Fund Management PLC,JUP,GB,FTSE 350,FTSE 250,London Stock Exchange,2010-06-21,True
5324,5493006456YEZEELRR90,Just Group PLC,JR0,GB,FTSE 350,FTSE 250|STOXX Europe 600,London Stock Exchange,2013-11-12,True
4933,213800H2PQMIF3OVZY47,Kainos Group PLC,KNOS,GB,FTSE 350,FTSE 250,London Stock Exchange,2015-07-10,True
4727,549300QO4MBL43UHSN10,Keller Group PLC,KLR,GB,FTSE 350,FTSE 250,London Stock Exchange,1994-05-05,True
4675,213800KBMEV7I92FY281,Kingfisher PLC,KGF,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1982-11-24,True
4626,213800V8IAVKS37D6B88,Land Securities Group PLC,LAND,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1955-08-02,True
4596,2138006E39QX7XV6PP21,Law Debenture Corporation PLC,1R4,GB,FTSE 350,FTSE 250,London Stock Exchange,1946-07-10,True
5266,213800JH9QQWHLO99821,Legal & General Group PLC,LGI,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1979-07-02,True
4897,213800XKDG12NQG8VC53,Lion Finance Group PLC,BGEO,GB,FTSE 350,FTSE 250|STOXX Europe 600,London Stock Exchange,2012-02-28,True
4788,549300XVXU6S7PLCL855,Liontrust Asset Management PLC,LIO,GB,FTSE 350,FTSE 250,London Stock Exchange,1999-07-21,True
4691,549300PPXHEU2JF0AM85,Lloyds Banking Group PLC,LLOY,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1986-10-08,True
5318,213800OCERWWPQDURL87,Londonmetric Property PLC,5PP,GB,FTSE 350,FTSE 250|STOXX Europe 600,London Stock Exchange,2010-10-01,True
5297,213800QAUUUP6I445N30,London Stock Exchange Group PLC,LSEG,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,2001-07-20,True
4969,2138008YZGXOKAXQVI45,LXI REIT PLC,LXI,GB,FTSE 350,FTSE 250,London Stock Exchange,2017-02-27,True
5232,213800EJP14A79ZG1X44,Marks & Spencer Group PLC,MKS,GB,FTSE 350,FTSE 250|STOXX Europe 600,London Stock Exchange,2002-03-19,True
4847,213800S21IFC367J5V62,Marshalls PLC,MSLH,GB,FTSE 350,FTSE 250,London Stock Exchange,2004-07-08,True
4639,2138006YJ65EKBYYYX41,ME Group International PLC,MEGP,GB,FTSE 350,FTSE 250,London Stock Exchange,1962-12-05,True
5335,213800RGNXXZY2M7TR85,Melrose Industries PLC,MRO,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,2016-08-31,True
5031,254900TWUJUQ44TQJY84,M&G PLC,MNG,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,2019-10-21,True
4826,213800JHYNDNB1NS2W10,Mitchells & Butlers PLC,MABB,GB,FTSE 350,FTSE 250,London Stock Exchange,2003-04-15,True
4697,213800MTCLTKEHWZMJ03,Mitie Group PLC,MTO,GB,FTSE 350,FTSE 250,London Stock Exchange,1988-11-29,True
5287,213800A8IQEMY8PA5X34,Mobico Group PLC (formerly: National Express Group),NXPGF,GB,FTSE 350,FTSE 250,London Stock Exchange,1995-04-26,True
4951,213800IPCR3SAYJWSW10,Molten Ventures PLC,GRW,GB,FTSE 350,FTSE 250,London Stock Exchange,2016-06-15,True
5312,213800LOZA69QFDC9N34,Mondi PLC,MNDI,GB,FTSE 350,FTSE 100|STOXX Europe 600,Johannesburg Stock Exchange Limited|London Stock Exchange,2007-07-03,True
5313,54930016B7VO33FBE722,Moneysupermarket.com Group PLC,MONY,GB,FTSE 350,FTSE 250,London Stock Exchange,2007-07-31,True
5186,213800MRI1JTUKG5AF64,Monks Investment Trust PLC,MNKS,GB,FTSE 350,FTSE 250,London Stock Exchange,2000-01-01,True
4597,I4K14LL95N2PHDL7EG85,Morgan Advanced Materials PLC,MGAM,GB,FTSE 350,FTSE 250,London Stock Exchange,1946-10-02,True
5283,2138008339ULDGZRB345,Morgan Sindall Group PLC,MGNS,GB,FTSE 350,FTSE 250,London Stock Exchange,1994-10-28,True
4618,549300IRNFGVQIQHUI13,Murray Income Trust PLC,MUT,GB,FTSE 350,FTSE 250,London Stock Exchange,1953-09-17,True
4594,549300BP77JO5Y8LM553,Murray International Trust PLC,MYI,GB,FTSE 350,FTSE 250,London Stock Exchange,1945-06-21,True
4816,8R95QZMKZLJX5Q2XR704,National Grid PLC,NGG,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,2002-01-31,True
4644,2138005O9XJIJN4JPN90,Natwest Group PLC,NWG,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1968-07-10,True
6290,213800XVRNKWENNLKK60,Network International Holdings,NIH,GB,FTSE 350,FTSE 250,London Stock Exchange,2019-04-11,True
4824,213800WQD8ECPZP9PH98,Next PLC,NXT,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,2002-11-25,True
5036,549300G0TJCT3K15ZG14,Ninety One PLC,N91,GB,FTSE 350,FTSE 250,Johannesburg Stock Exchange Limited|London Stock Exchange,2020-03-16,True
5189,213800HYQEOS2281RR86,North Atlantic Smaller Companies Invesment Trust PLC,NAS,GB,FTSE 350,FTSE 250,London Stock Exchange,1973-01-24,True
4885,213800LO8F61YB8MBC74,Ocado Group PLC,OCDO,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,2010-07-26,True
5233,213800B81BFJKWM2JV13,Octopus Renewables Infrastructure Trust,ORIT,GB,FTSE 350,FTSE 250,London Stock Exchange,2019-12-06,True
5046,213800ZBKL9BHSL2K459,OSB Group PLC,OSB,GB,FTSE 350,FTSE 250,London Stock Exchange,2020-11-30,True
4677,213800J364EZD6UCE231,Oxford Instruments PLC,OX3,GB,FTSE 350,FTSE 250,London Stock Exchange,1983-10-12,True
5191,VLGEI9B8R0REWKB0LN95,Pacific Horizon Investment Trust PLC,PHI,GB,FTSE 350,FTSE 250,London Stock Exchange,1989-09-22,True
5296,213800JK5ZEQW4AB8G71,PageGroup PLC,MPGPF,GB,FTSE 350,FTSE 250,London Stock Exchange,2001-04-02,True
5272,2138001B3CE5S5PEE928,Pantheon International PLC,PIN,GB,FTSE 350,FTSE 250,London Stock Exchange,1987-09-21,True
4701,213800S1TDKIB1IUTS72,Paragon Banking Group PLC,PAG,GB,FTSE 350,FTSE 250,London Stock Exchange,1989-05-15,True
5260,2138004JBXWWJKIURC57,Pearson PLC,PES,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1969-08-13,True
4705,213800V1CCTS41GWH423,Pennon Group PLC,PNN,GB,FTSE 350,FTSE 250|STOXX Europe 600,London Stock Exchange,1989-12-12,True
4683,213800XI72Y57UWN6F31,Persimmon PLC,PSN,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1985-04-29,True
4676,213800Z7ABM7RLQ41516,Personal Assets Trust PLC,PNL,GB,FTSE 350,FTSE 250,London Stock Exchange,1983-09-02,True
4909,2138003Y9ULD24PD3J93,Pets at Home Group PLC,PETS,GB,FTSE 350,FTSE 250,London Stock Exchange,2014-03-17,True
4762,549300TN1O5392UC4K19,Polar Capital Technology Trust PLC,PCT,GB,FTSE 350,FTSE 250,London Stock Exchange,1996-12-16,True
5302,213800ZD5I8XHNMCJA67,Premier Foods PLC,PFD,GB,FTSE 350,FTSE 250,London Stock Exchange,2004-07-23,True
4780,213800Y5CJHXOATK7X11,Primary Health Properties PLC,PHP,GB,FTSE 350,FTSE 250,Johannesburg Stock Exchange Limited|London Stock Exchange,1998-11-05,True
4668,5493001Z3ZE83NGK8Y12,Prudential PLC,PRU,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1978-12-29,True
5251,XB3CXKKKED7OMV80FY35,PZ Cussons PLC,PZC,GB,FTSE 350,FTSE 250,London Stock Exchange,1953-11-26,True
4849,213800S8OBDOZMCMUW34,QinetiQ Group PLC,QQ,GB,FTSE 350,FTSE 250|STOXX Europe 600,London Stock Exchange,2006-02-15,True
4999,54930092XIVK28RZGM95,Quilter PLC,QLT,GB,FTSE 350,FTSE 250,Johannesburg Stock Exchange Limited|London Stock Exchange,2018-04-13,True
4713,213800MBTHM6UE8ZQP29,Rathbones Group PLC,RAT,GB,FTSE 350,FTSE 250,London Stock Exchange,1992-06-08,True
4872,5493003JFSMOJG48V108,Reckitt Benckiser Group PLC,RKT,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,2007-10-23,True
4623,213800B3ZUTDOZYVJB41,Redde Northgate PLC,REDD,GB,FTSE 350,FTSE 250,London Stock Exchange,1955-01-10,True
4728,2138008WJZBBA7EYEL28,Redrow PLC,RDW,GB,FTSE 350,FTSE 250,London Stock Exchange,1994-05-17,True
5248,549300WSX3VBUFFJOO66,Relx PLC,REL,GB,FTSE 350,AEX|FTSE 100|STOXX Europe 600,London Stock Exchange,1948-04-21,True
5268,21380048ADXM6Z67CT18,Renishaw PLC,REW,GB,FTSE 350,FTSE 250,London Stock Exchange,1984-11-16,True
5305,549300VN4WV7Z6T14K68,Rentokil Initial PLC,RTO,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,2005-06-21,True
5308,2138001JXGCFKBXYB828,Rightmove PLC,RMV,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,2006-03-15,True
4666,213800YOEO5OQ72G2R82,Rio Tinto PLC,RIO,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1973-11-01,True
4696,P31Q1NLTW35JJGHA4667,RIT Capital Partners PLC,RCP,GB,FTSE 350,FTSE 250,London Stock Exchange,1988-08-01,True
5271,213800EC7997ZBLZJH69,Rolls-Royce Holdings PLC,RR,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1987-05-20,True
4645,213800AH5RZIHGWRJ718,Rotork PLC,ROR,GB,FTSE 350,FTSE 250|STOXX Europe 600,London Stock Exchange,1968-07-23,True
5258,549300KVXDURRKVW7R37,RS Group PLC,RS1,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1967-06-01,True
5310,213800WGA3YSJC1YOH73,Safestore Holdings PLC,IHF,GB,FTSE 350,FTSE 250|STOXX Europe 600,London Stock Exchange,2007-03-14,True
5322,2138005RN5XYLTF8G138,Sage Group PLC,SGE,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,2013-06-10,True
5234,213800VGZAAJIKJ9Y484,Sainsbury (J) PLC,SBRY,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1973-01-01,True
4850,213800WXICGMBWHTA933,Savills PLC,SVS,GB,FTSE 350,FTSE 250,London Stock Exchange,2006-05-11,True
5238,5493001U9X6P8SS0PK40,Schroder Oriental Income Fund,SOI,GB,FTSE 350,FTSE 250,London Stock Exchange,2005-01-01,True
5253,2138001YYBULX5SZ2H24,Schroders PLC,SDR,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1959-09-30,True
5201,549300NF03XVC5IFB447,Scottish American Investment Company PLC,SAIN,GB,FTSE 350,FTSE 250,London Stock Exchange,2000-01-01,True
5202,213800G37DCS3Q9IJM38,Scottish Mortgage Investment Trust PLC,SMT,GB,FTSE 350,FTSE 100,London Stock Exchange,2000-01-01,True
5204,213800ZPSC7XUVD3NL94,SDCL Energy Efficiency Income Trust,SEIT,GB,FTSE 350,FTSE 250,London Stock Exchange,2018-12-11,True
4612,213800XC35KGM9NFC641,Segro PLC,SGRO,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1949-12-01,True
4599,5493002HQHWN5JQHKQ51,Senior PLC,1JD,GB,FTSE 350,FTSE 250,London Stock Exchange,1947-02-16,True
5273,549300PT2CIHYN5GWJ21,Serco Group PLC,SEO,GB,FTSE 350,FTSE 250|STOXX Europe 600,London Stock Exchange,1988-05-12,True
4706,213800RPBXRETY4A4C59,Severn Trent PLC,SVT,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1989-12-12,True
5317,549300TTXXZ1SHUI0D54,Shaftesbury Capital Plc (formerly: Capital & Counties Properties Plc),SHC,GB,FTSE 350,FTSE 250|STOXX Europe 600,Johannesburg Stock Exchange Limited|London Stock Exchange,2010-05-17,True
5307,21380068P1DRHMJ8KU70,Shell PLC,SHEL,GB,FTSE 350,AEX|FTSE 100|STOXX Europe 600,London Stock Exchange,2005-07-20,True
4898,39RSBE4RCI4M15BLWH36,Smith (DS) PLC,SMDS,GB,FTSE 350,FTSE 100,London Stock Exchange,2012-07-02,True
4588,213800ZTMDN8S67S1H61,Smith & Nephew PLC,NPWA,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1937-02-23,True
4613,213800MJL6IPZS3ASA11,Smiths Group PLC,SMGZY,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1950-12-20,True
5011,52990070BDK2OKX5TH79,Smithson Investment Trust PLC,SSON,GB,FTSE 350,FTSE 250,London Stock Exchange,2018-10-19,True
5331,213800N42YZLR9GLVC42,Softcat PLC,SCT,GB,FTSE 350,FTSE 250|STOXX Europe 600,London Stock Exchange,2015-11-13,True
4698,213800Z4CO2CZO3M3T10,Spectris PLC,SXS,GB,FTSE 350,FTSE 250|STOXX Europe 600,London Stock Exchange,1988-11-29,True
5321,213800WFVZQMHOZP2W17,Spirax-Sarco Engineering PLC,SPXSF,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,2013-06-03,True
5328,213800IBJPW3SE2RA350,Spire Healthcare Group PLC,SPI,GB,FTSE 350,FTSE 250,London Stock Exchange,2014-07-23,True
4625,213800HKCUNWP1916L38,Spirent Communications PLC,SPT,GB,FTSE 350,FTSE 250,London Stock Exchange,1955-07-13,True
4710,549300KI75VYLLMSK856,SSE PLC,SSE,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1991-06-18,True
4918,213800QGNIWTXFMENJ24,SSP Group PLC,SSPG,GB,FTSE 350,FTSE 250,London Stock Exchange,2014-07-15,True
4648,U4LOSYZ7YG4W3S5F2G91,Standard Chartered PLC,STAN,GB,FTSE 350,FTSE 100|STOXX Europe 600,Hong Kong Stock Exchange|London Stock Exchange,1970-02-02,True
4842,2138003NEBX5VRP3EX50,SThree PLC,STEM,GB,FTSE 350,FTSE 250,London Stock Exchange,2005-11-16,True
5242,213800M993ICXOMBCP87,St. James's Place PLC,STJ,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,2009-09-25,True
4984,2138007FOINJKAM7L537,Supermarket Income REIT PLC,SUPR,GB,FTSE 350,FTSE 250,Johannesburg Stock Exchange Limited|London Stock Exchange,2017-07-21,True
4649,213800EHT3TI1KPQQJ56,Synthomer PLC,SYNT,GB,FTSE 350,FTSE 250,London Stock Exchange,1971-10-14,True
5028,213800RXPY9WULUSBC04,Target Healthcare REIT PLC,THRL,GB,FTSE 350,FTSE 250,London Stock Exchange,2019-08-07,True
4590,2138008K14474WPKZ244,Tate & Lyle PLC,TATE,GB,FTSE 350,FTSE 250|STOXX Europe 600,London Stock Exchange,1938-12-09,True
5247,21380089BTRXTD8S3R66,Taylor Wimpey PLC,TW,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1947-03-07,True
5225,213800T6NS9N2WQ3B328,TBC Bank Group PLC,TBCG,GB,FTSE 350,FTSE 250,London Stock Exchange,2016-08-10,True
5294,549300QGHDX5UKE58G86,Telecom Plus PLC,TEP,GB,FTSE 350,FTSE 250,London Stock Exchange,2000-07-26,True
5205,213800O8EAP4SG5JD323,Temple Bar Investment Trust PLC,TMPL,GB,FTSE 350,FTSE 250,London Stock Exchange,2000-01-01,True
5206,5493002NMTB70RZBXO96,Templeton Emerging Markets IT PLC,TEM,GB,FTSE 350,FTSE 250,London Stock Exchange,1989-06-01,True
4605,2138002P5RNKC5W2JZ46,Tesco PLC,TSCO,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1947-12-23,True
5132,213800B9YWXL3X1VMZ69,The Bankers Investment Trust PLC,BNKR,GB,FTSE 350,FTSE 250,London Stock Exchange,2021-03-01,True
5208,2138008RRULYQP8VP386,The Global Smaller Companies Trust PLC,GSCT,GB,FTSE 350,FTSE 250,London Stock Exchange,2019-10-31,True
5216,549300BGX3CJIHLP2H42,The Mercantile Investment Trust PLC,MRC,GB,FTSE 350,FTSE 250,London Stock Exchange,2000-01-01,True
5340,5493001T9RXVD6OAWY46,TI Fluid Systems PLC,TIFS,GB,FTSE 350,FTSE 250,London Stock Exchange,2017-10-25,True
5025,213800HO26VXTFJ4MO71,Trainline PLC,TRN,GB,FTSE 350,FTSE 250,London Stock Exchange,2019-06-21,True
5270,2138001I27OUBAF22K83,Travis Perkins PLC,TPK,GB,FTSE 350,FTSE 250,London Stock Exchange,1986-09-19,True
4906,213800L6X88MIYPVR714,Tritax Big Box REIT PLC,BBOX,GB,FTSE 350,FTSE 250|STOXX Europe 600,London Stock Exchange,2013-12-09,True
5004,213800HK59N7H979QU33,Tritax Eurobox PLC,EBOX,GB,FTSE 350,FTSE 250,London Stock Exchange,2018-07-09,True
5210,549300BPGCCN3ETPQD32,TR Property Investment Trust PLC,TRY,GB,FTSE 350,FTSE 250,London Stock Exchange,1998-07-31,True
4865,213800AAFUV5PKGQU848,Tyman PLC,TYMN,GB,FTSE 350,FTSE 250,London Stock Exchange,2007-04-27,True
4591,549300MKFYEKVRWML317,Unilever PLC,UNVB,GB,FTSE 350,AEX|FTSE 100|STOXX Europe 600,London Stock Exchange,1939-08-11,True
4878,213800KYT12UFB2VE455,United Utilities Group PLC,UUEA,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,2008-07-28,True
4793,213800BBUUWVDH9YI827,Unite Group PLC,UTG,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,2000-04-11,True
4948,213800P6ODJW2UFNDC37,Urban Logistics REIT PLC,SHED,GB,FTSE 350,FTSE 250,London Stock Exchange,2016-04-13,True
6286,213800U93SZC44VXN635,Vanquis Banking Group (formerly: Provident Financial Plc),VANQ,GB,FTSE 350,FTSE 250,London Stock Exchange,1962-03-16,True
4901,213800ORZ521W585SY02,Vesuvius PLC,VSVS,GB,FTSE 350,FTSE 250,London Stock Exchange,2012-12-17,True
5290,213800UYNPHAUNHPXL67,Victrex PLC,VCT,GB,FTSE 350,FTSE 250,London Stock Exchange,1995-12-21,True
5332,213800ZK9VGCYYR6O495,Virgin Money UK PLC,VMUK,GB,FTSE 350,FTSE 250,London Stock Exchange,2016-02-02,True
4771,2138001KOWN7CG9SLK53,Vistry Group PLC,VTY,GB,FTSE 350,FTSE 250|STOXX Europe 600,London Stock Exchange,1997-12-09,True
5275,213800TB53ELEUKM7Q61,Vodafone Group PLC,VOD,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1988-10-26,True
4916,213800EPT84EQCDHO768,Volution Group PLC,FAN,GB,FTSE 350,FTSE 250,London Stock Exchange,2014-06-23,True
5223,213800HU63CWV5J8YK95,W.A.G Payment Solutions PLC,WPS,GB,FTSE 350,FTSE 250,London Stock Exchange,2021-10-08,True
5339,213800BQUD83TYQCWN28,Warehouse REIT PLC,WHR,GB,FTSE 350,FTSE 250,London Stock Exchange,2017-09-20,True
5023,2138008ZOT5K9PJW7168,Watches of Switzerland Group PLC,WOSG,GB,FTSE 350,FTSE 250,London Stock Exchange,2019-05-30,True
5246,549300KDR56WHY9I3D10,Weir Group Inc.,WEIR,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1946-01-25,True
4608,21380099VMZKRMN3EX36,Whitbread PLC,WTB,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1948-07-09,True
5309,2138001KJNGUJ34G7X91,WH Smith PLC,SMWH,GB,FTSE 350,FTSE 250,London Stock Exchange,2006-09-01,True
5244,213800XMW68XFT6D1X59,Witan Investment Trust PLC,WTAN,GB,FTSE 350,FTSE 250,London Stock Exchange,2000-01-01,True
5282,2138003GUZRFIN3UT430,Workspace Group PLC,WKP.LSE,GB,FTSE 350,FTSE 250,London Stock Exchange,1993-12-15,True
4740,5493003YBCY4W1IMJU04,Worldwide Healthcare Trust PLC,WWH,GB,FTSE 350,FTSE 250,London Stock Exchange,1995-04-28,True
6184,549300LSGBXPYHXGDT93,WPP PLC,WPP,GB,FTSE 350,FTSE 100|STOXX Europe 600,London Stock Exchange,1990-03-26,True
